avg_wait,renege_rate,staffing_cost,avg_tellers,served,total_cost
0.0,0.0,450.0,9.0,1109,450.0
0.0,0.0,485.0,9.7,1053,485.0
0.0,0.0,469.5,9.39,1301,469.5
0.0,0.0,489.5,9.79,1087,489.5
0.0,0.0,465.5,9.31,1110,465.5
0.0,0.0,463.5,9.27,1092,463.5
0.0,0.0,487.5,9.75,1112,487.5
0.0,0.0,450.5,9.01,1094,450.5
0.0,0.0,479.0,9.58,1090,479.0
0.0,0.0,438.0,8.76,1085,438.0
0.1,0.5,410.5,8.21,1135,411.0
0.05,0.3333333333333333,359.5,7.19,1062,359.75
2.956190476190476,4.257936507936508,393.5,7.87,1068,408.2809523809524
18.33232142857143,18.55,361.5,7.23,1260,453.1616071428572
0.0,0.0,485.5,9.71,1082,485.5
0.0,0.0,429.5,8.59,1139,429.5
0.0,0.0,460.5,9.21,1064,460.5
0.0,0.0,477.0,9.54,1085,477.0
0.3,0.5,436.0,8.72,1282,437.5
0.33642857142857147,1.6428571428571428,386.5,7.73,1259,388.1821428571429
0.0,0.0,476.5,9.53,1276,476.5
0.0,0.0,469.5,9.39,1116,469.5
0.0,0.0,419.0,8.38,1078,419.0
0.0,0.0,486.5,9.73,1284,486.5
0.0,0.0,470.0,9.4,1091,470.0
0.0,0.0,434.5,8.69,1090,434.5
0.0,0.0,480.5,9.61,1089,480.5
0.0,0.0,489.5,9.79,1328,489.5
0.1125,0.5,484.5,9.69,1166,485.0625
0.0,0.0,488.5,9.77,1129,488.5
0.0,0.0,482.5,9.65,1069,482.5
0.0,0.0,451.0,9.02,1307,451.0
0.0,0.0,472.0,9.44,1093,472.0
0.0,0.0,484.5,9.69,1296,484.5
0.0,0.0,413.5,8.27,1124,413.5
0.0,0.0,489.5,9.79,1100,489.5
0.0,0.0,488.0,9.76,1096,488.0
0.0,0.0,485.5,9.71,1085,485.5
0.0,0.0,486.0,9.72,1275,486.0
0.0,0.0,464.0,9.28,1297,464.0
0.0,0.0,388.0,7.76,1084,388.0
0.0,0.0,486.0,9.72,1086,486.0
0.05,0.3333333333333333,402.5,8.05,1327,402.75
0.04642857142857142,0.30952380952380953,399.0,7.98,1304,399.23214285714283
0.0,0.0,466.5,9.33,1088,466.5
0.04285714285714286,0.2857142857142857,426.0,8.52,1288,426.2142857142857
0.0,0.0,489.5,9.79,1329,489.5
0.0,0.0,467.5,9.35,1106,467.5
0.0,0.0,481.0,9.62,1102,481.0
0.0,0.0,487.5,9.75,1104,487.5
0.0,0.0,441.0,8.82,1267,441.0
0.0,0.0,468.5,9.37,1256,468.5
0.0,0.0,489.0,9.78,1106,489.0
0.0,0.0,489.0,9.78,1288,489.0
0.0,0.0,487.0,9.74,1075,487.0
0.0,0.0,489.5,9.79,1081,489.5
0.0,0.0,481.0,9.62,1290,481.0
0.09285714285714285,0.6190476190476191,407.5,8.15,1089,407.9642857142857
0.0,0.0,481.0,9.62,1145,481.0
0.0,0.0,484.0,9.68,1090,484.0
0.0,0.0,487.0,9.74,1259,487.0
0.0,0.0,480.5,9.61,1285,480.5
0.0,0.0,451.0,9.02,1107,451.0
0.0,0.0,489.5,9.79,1084,489.5
0.0,0.0,468.0,9.36,1090,468.0
0.0,0.0,445.0,8.9,1078,445.0
0.0,0.0,489.0,9.78,1066,489.0
0.0,0.0,483.0,9.66,1364,483.0
0.05,0.3333333333333333,473.5,9.47,1126,473.75
0.0,0.0,478.5,9.57,1065,478.5
0.0,0.0,478.0,9.56,1152,478.0
0.0,0.0,453.0,9.06,1093,453.0
0.18303571428571427,1.0535714285714286,385.0,7.7,1075,385.91517857142856
0.0,0.0,479.0,9.58,1131,479.0
0.0,0.0,445.0,8.9,1080,445.0
