avg_wait,renege_rate,staffing_cost,avg_tellers,served,total_cost
0.0,0.0,439.5,8.79,1129,439.5
0.0,0.0,330.0,6.6,1118,330.0
2.5273809523809523,6.083333333333333,269.5,5.39,1127,282.13690476190476
0.125,0.8333333333333334,188.0,3.76,1086,188.625
0.2,1.3333333333333333,203.0,4.06,1057,204.0
0.0,0.0,345.5,6.91,1103,345.5
0.0,0.0,390.0,7.8,1058,390.0
0.37339285714285714,2.275,321.5,6.43,1112,323.3669642857143
0.0,0.0,404.5,8.09,1103,404.5
0.25,1.1666666666666665,317.5,6.35,1097,318.75
0.0,0.0,418.5,8.37,1252,418.5
0.5375,2.5,351.5,7.03,1111,354.1875
0.3452380952380952,1.9444444444444444,386.5,7.73,1102,388.2261904761905
0.8988690476190476,2.833333333333333,408.5,8.17,1074,412.99434523809526
0.0,0.0,450.5,9.01,1088,450.5
0.0375,0.25,360.5,7.21,1279,360.6875
0.2107142857142857,1.238095238095238,367.0,7.34,1268,368.05357142857144
0.0,0.0,454.0,9.08,1286,454.0
309.9752976190476,30.833333333333336,256.5,5.13,1256,1806.3764880952378
0.02142857142857143,0.14285714285714285,391.0,7.82,1077,391.10714285714283
0.0,0.0,467.5,9.35,1118,467.5
0.0,0.0,415.5,8.31,1082,415.5
0.0,0.0,372.0,7.44,1079,372.0
0.0,0.0,363.5,7.27,1280,363.5
0.28214285714285714,1.5,302.5,6.05,1095,303.9107142857143
0.0,0.0,458.0,9.16,1255,458.0
0.07142857142857142,0.47619047619047616,315.0,6.3,1321,315.35714285714283
0.0375,0.25,272.0,5.44,1097,272.1875
3.8510714285714287,6.800000000000001,328.5,6.57,1098,347.7553571428571
0.0,0.0,364.0,7.28,1291,364.0
0.0,0.0,432.5,8.65,1301,432.5
0.0,0.0,394.0,7.88,1093,394.0
21.544107142857143,16.583333333333332,338.5,6.77,1271,446.2205357142857
0.1,0.5,362.5,7.25,1109,363.0
0.0,0.0,444.5,8.89,1259,444.5
0.0,0.0,438.5,8.77,1096,438.5
0.0,0.0,403.0,8.06,1107,403.0
